kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
TOBA;Toba Bara Sejahtra Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;100351180.0;247986848.0;348338028.0;65777586.0;107761019.0;173538605.0;44077885.0;None;130131454.0;145387258.0;174799423.0;348338028.0;94108339.0;41369891.0;51394071.0;26235040.0;21438589.0;19931302.0
MEDP;PT Medco Power Indonesia;7. Infrastructure, Utilities And Transportation;71. Energy;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;2850085079961.0;10088642245642.0;12938727325603.0;1605279471034.0;7447476883608.0;9052756354642.0;1100000000000.0;None;457439607864.0;2416771103348.0;3885970970961.0;12938727325603.0;1356826805984.0;282064946159.0;352626968122.0;255716179506.0;196675689698.0;85389256461.0
MASA;Multistrada Arah Sarana Tbk;4. Miscellaneous Industry;42. Automotive And Components;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;172415901.0;483115699.0;655531600.0;181521337.0;139096036.0;320617373.0;137342902.0;None;140116051.0;327369508.0;334914227.0;655531600.0;34506975.0;-8095276.0;-8646017.0;-8656821.0;-8098317.0;3041.00.00
HOKI;PT Buyung Poetra Sembada Tbk.;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;402492112857.0;174471429722.0;576963542579.0;88130681014.0;12852349806.0;100983030820.0;235000000000.0;None;140332516088.0;475978511759.0;475980511759.0;576963542579.0;164943245188.0;47964112940.0;47056065297.0;47056065297.0;47964112940.0;00.00
SMCB;Holcim Indonesia Tbk;3. Basic Industry And Chemicals;31. Cement;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2920318.0;16706085.0;19626403.0;5384803.0;7044649.0;12429452.0;3831450.0;None;2587309.0;7196951.0;7196951.0;19626403.0;1874126.0;-758045.0;-863644.0;-863644.0;-758045.0;None
BALI;PT Bali Towerindo Sentra Tbk.;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;287439981745.0;2134263667005.0;2421703648750.0;495349216771.0;788599500902.0;1283948717673.0;72689134000.0;None;63121055328.0;1137803244459.0;1137754931077.0;2421703648750.0;200757595383.0;61526993538.0;436200476078.0;436200102354.0;61526619787.0;373751.0
APAI;PT ANGKASA PURA I (PERSERO);7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;5577832420.0;19154808358.0;24732640778.0;3948861194.0;7382318542.0;11331179736.0;6414412000.0;None;255096706.0;13395162946.0;13401461042.0;24732640778.0;7194347534.0;1420353052.0;1547292499.0;1545516597.0;1418577150.0;1775902.0
PALM;Provident Agro Tbk;1. Agriculture;12. Plantation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;199304199.0;2672577699.0;2871881898.0;324526289.0;984258273.0;1308784562.0;106793105.0;None;531154469.0;1562246995.0;1563097336.0;2871881898.0;252813915.0;65837730.0;-20216002.0;-20136723.0;65908994.0;-71264.0
LPPI;PT Lontar Papyrus Pulp & Paper Industry;3. Basic Industry And Chemicals;38. Pulp & Paper;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;None;Ribuan / In Thousand;476793.0;1344056.0;1820849.0;216050.0;717301.0;933351.0;540242.0;None;None;887498.0;887498.0;1820849.0;199987.0;101332.0;100288.0;100288.0;101332.0;None
PLIN;Plaza Indonesia Realty Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;961962801.0;3677475604.0;4639438405.0;824154197.0;2828371340.0;3652525537.0;710000000.0;None;22656487.0;907977158.0;986912868.0;4639438405.0;997325757.0;286288858.0;279686697.0;266598705.0;273011329.0;13277529.0
SAFE;Steady Safe Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;38974363181.0;9275369792.0;48249732973.0;72544718357.0;15755913522.0;88300631879.0;218234264000.0;None;506311100324.0;-39578249776.0;-40050898906.0;48249732973.0;00.00;-8006809034.0;-7630324505.0;-7630325212.0;-8006809741.0;707.00.00
POLY;Asia Pacific Fibers Tbk;4. Miscellaneous Industry;43. Textile, Garment;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;124065058.0;107501897.0;231566955.0;1111724364.0;63083563.0;1174807927.0;635689316.0;None;624323168.0;-943240972.0;-943240972.0;231566955.0;27990914.0;-4408564.0;-5674811.0;-5674811.0;-4408564.0;None
ISSP;PT Steel Pipe Industry of Indonesia Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;3431703.0;2837662.0;6269365.0;2279714.0;1148710.0;3428424.0;718599.0;None;509125.0;2840895.0;2840941.0;6269365.0;562557.0;8634.00.00;206492.0;206497.0;8639.00.00;-5.0
SMRU;SMR Utama Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;442674856141.0;1588104024948.0;2030778881089.0;399931676280.0;606641004324.0;1006572680604.0;1249938578200.0;None;259878346851.0;1024413809002.0;1024206200485.0;2030778881089.0;83524207210.0;32700067037.0;37609256610.0;37610958671.0;32701787877.0;-1720840.0
MARK;PT Mark Dynamics Indonesia Tbk.;3. Basic Industry And Chemicals;32. Ceramics, Glass, Porcelain;Individual Foreign, Non-Residential;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;133906065456.0;93693509838.0;227599575294.0;54785566059.0;5970143551.0;60755709610.0;76000006200.0;None;20749405590.0;166843865684.0;166843865684.0;227599575294.0;None;47057392499.0;49249923653.0;49249923653.0;47057392499.0;None
PRDA;PT Prodia Widyahusada Tbk.;9. Trade, Services & Investment;96. Healthcare;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;1163851.0;684350.0;1848201.0;147117.0;337994.0;485111.0;93750.0;None;1153146.0;1363090.0;1363090.0;1848201.0;853530.0;150797.0;110686.0;110686.0;150797.0;None
PNSE;Pudjiadi & Sons Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;112636960298.0;395224103824.0;507861064122.0;66165708792.0;152164958660.0;218330667452.0;79781349600.0;None;18079084218.0;214571459296.0;289530396670.0;507861064122.0;133034681674.0;27728693128.0;22796521546.0;13770455639.0;17220189336.0;10508503792.0
PPRE;PT PP Presisi Tbk.;7. Infrastructure, Utilities And Transportation;75. Non Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;2661129385130.0;2464457919705.0;5125587304835.0;1408225004242.0;1277215090840.0;2685440095082.0;1022427100000.0;None;749560161538.0;1992992385850.0;2440147209753.0;5125587304835.0;None;244550466396.0;247167548952.0;190605335908.0;188300612373.0;56249854023.0
BCIC;PT Bank JTrust Indonesia Tbk.;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;17171181.0;None;None;15658857.0;12223155.0;None;178759.0;1512324.0;1512324.0;None;None;121534.0;159061.0;159061.0;121534.0;None
TRIS;Trisula International Tbk;4. Miscellaneous Industry;43. Textile, Garment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;356846493425.0;188121826562.0;544968319987.0;185606885071.0;3129848133.0;188736733204.0;104758780200.0;None;42875084310.0;243758727610.0;356231586783.0;544968319987.0;181517823109.0;14198889550.0;19758354732.0;5526714244.0;1492723186.0;12706166364.0
DEFI;Danasupra Erapacific Tbk;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;None;None;83804282099.0;None;None;1144164279.0;33597189667.0;None;None;82660117820.0;82660117820.0;83804282099.0;None;8693647027.0;22694842479.0;22694842479.0;8693647027.0;None
BIPI;PT Astrindo Nusantara Infrastruktur Tbk.;2. Mining;22. Crude Petroleum & Natural Gas Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;14481.0;Satuan Penuh / Full Amount;139190191.0;1204284546.0;1343474737.0;664643403.0;458780129.0;1123423532.0;386453778.0;None;95630285.0;225788372.0;220051205.0;1343474737.0;None;65610976.0;65807680.0;66324953.0;66128249.0;-517273.0
NRCA;PT Nusa Raya Cipta Tbk.;6. Property, Real Estate And Building Construction;62. Building Construction;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1973798989799.0;368367854021.0;2342166843820.0;1013940915004.0;125369133737.0;1139310048741.0;249625834400.0;None;342472165654.0;1202856730509.0;1202856795079.0;2342166843820.0;214875522975.0;153443549305.0;134454436547.0;134454436414.0;153443549172.0;133.00.00
BHIT;PT MNC Investama Tbk.;9. Trade, Services & Investment;98. Investment Company;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;20035492.0;36488319.0;56523811.0;18897593.0;13540028.0;32437621.0;4805705.0;None;3829817.0;12047972.0;24086190.0;56523811.0;5757191.0;524708.0;398227.0;65875.0;148619.0;376089.0
GSMF;Equity Development Investment Tbk;8. Finance;89. Others - Finance;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;3351452794.0;1312322383.0;4663775177.0;3175421518.0;80058168.0;3255479686.0;1889782763.0;None;250428445.0;1304558673.0;1408295491.0;4663775177.0;984138291.0;86590611.0;98524315.0;85500788.0;73512073.0;13078538.0
PZZA;PT Sarimelati Kencana Tbk.;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;515282455550.0;978722623486.0;1494005079036.0;609105198309.0;515203722774.0;1124308921083.0;241750000000.0;None;00.00;369696157953.0;369696157953.0;1494005079036.0;2025470570263.0;141323973291.0;117115344050.0;117115344050.0;141323973291.0;None
DIVA;PT Distribusi Voucher Nusantara Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;142278791271.0;4272711576.0;146551502847.0;117010855551.0;12581106258.0;129591961809.0;1500000000.0;None;306550000.0;12312274100.0;16959541038.0;146551502847.0;28379336582.0;3277676895.0;3012820770.0;1914131403.0;2171568903.0;1106107992.0
ACES;Ace Hardware Indonesia Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;3358272302312.0;1070568248167.0;4428840550479.0;478208556747.0;440210145942.0;918418702689.0;171500000000.0;None;369147496948.0;3512776689853.0;3510421847790.0;4428840550479.0;2834716138814.0;780686814661.0;741795436411.0;739256063663.0;777727071793.0;2959742868.0
PSAB;J RESOURCES ASIA PASIFIK Tbk;2. Mining;23. Metal And Mineral Mining;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;149450225.0;771799718.0;921249943.0;169117181.0;402108398.0;571225579.0;58830001.0;None;102481975.0;304123925.0;350024364.0;921249943.0;125779344.0;15898012.0;9808924.0;8551449.0;14451849.0;1446163.0
BEEF;PT Estika Tata Tiara Tbk.;1. Agriculture;13. Animal Husbandry;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;162381759380.0;338806312746.0;501188072126.0;148181717645.0;155227200047.0;303408917692.0;100745000000.0;None;10729425077.0;196843387726.0;197779154434.0;501188072126.0;None;29785211164.0;28989771118.0;28814761079.0;29610201125.0;175010039.0
EMTK;Elang Mahkota Teknologi Tbk;9. Trade, Services & Investment;95. Advertising, Printing And Media;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;10495488090.0;11714174038.0;22209662128.0;1861393468.0;2497795015.0;4359188483.0;1128006488.0;None;2068557276.0;14530200306.0;17850473645.0;22209662128.0;2837810873.0;447944371.0;338142668.0;-59972903.0;43779977.0;404164394.0
EXCL;PT XL Axiata Tbk;7. Infrastructure, Utilities And Transportation;73. Telecommunication;Foreign Corporation;Foreign Company;31/12/18;Rupiah / IDR;None;Jutaan / In Million;7180742.0;49140699.0;56321441.0;15226516.0;19464075.0;34690591.0;1068796.0;00.00;12157010.0;21630850.0;21630850.0;56321441.0;None;375244.0;403443.0;403443.0;375244.0;00.00
JRPT;Jaya Real Property Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Ribuan / In Thousand;3448797910.0;6023884778.0;9472682688.0;3093711769.0;402475386.0;3496187155.0;275000000.0;None;703770243.0;5725786216.0;5976495533.0;9472682688.0;1484541892.0;1117126108.0;1114019159.0;1110753954.0;1113845380.0;3280728.0
INTA;Intraco Penta Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2186005.0;3062159.0;5248164.0;2896474.0;1841540.0;4738014.0;166417.0;None;253381.0;464129.0;510150.0;5248164.0;134033.0;-279596.0;-268331.0;-213957.0;-225318.0;-54278.0
SMMT;GOLDEN EAGLE ENERGY Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;25788635032.0;699875279350.0;725663914382.0;120678159590.0;185625505097.0;306303664687.0;393750000000.0;None;17761620443.0;391988231287.0;419360249695.0;725663914382.0;15033075981.0;40078001432.0;39993708132.0;30984451883.0;31058884624.0;9019116808.0
TMAS;Pelayaran Tempuran Emas Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;414746140998.0;2503632073459.0;2918378214457.0;818827483787.0;1076606410352.0;1895433894139.0;142628750000.0;None;145891503083.0;1021858741904.0;1022944320318.0;2918378214457.0;271781180305.0;53358287358.0;51652102783.0;51355592344.0;53048927769.0;309359589.0
SKLT;Sekar Laut Tbk;5. Consumer Goods Industry;51. Food And Beverages;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;267129479669.0;369154730541.0;636284210210.0;211493160519.0;117221275463.0;328714435982.0;69074050000.0;None;21578739873.0;307947168289.0;307569774228.0;636284210210.0;237003886568.0;22970715348.0;14526810606.0;14661823678.0;23105410791.0;-134695443.0
BJTM;Bank Pembangunan Daerah Jawa Timur Tbk;8. Finance;81. Bank;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;51518681.0;None;None;41861481.0;3743648.0;None;519663.0;7816074.0;7816074.0;None;None;1159370.0;1159370.0;1159370.0;1159370.0;None
PIGN;PT Pelabuhan Indonesia I (Persero);7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14500.0;Satuan Penuh / Full Amount;2209548446582.0;6297594869166.0;8507143315748.0;1823137753607.0;1779781800858.0;3602919554465.0;511960000000.0;None;1188040000000.0;4818080954173.0;4904223761283.0;8507143315748.0;1397873058132.0;805144812106.0;792894911489.0;791371008558.0;803620909175.0;1523902931.0
META;Nusantara Infrastructure Tbk;7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;1241035354671.0;4079261279927.0;5320296634598.0;461885960072.0;2323188186517.0;2785074146589.0;1066497031565.0;None;155638281853.0;1877623786928.0;2535222488009.0;5320296634598.0;517234449788.0;93115243054.0;91782101930.0;37654814978.0;38700320543.0;54414922511.0
RALS;Ramayana Lestari Sentosa Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;3093496.0;1798426.0;4891922.0;1048640.0;348937.0;1397577.0;354800.0;None;132494.0;3494345.0;3494345.0;4891922.0;2212294.0;406580.0;398967.0;398967.0;406580.0;00.00
SMMA;Sinar Mas Multiartha Tbk;8. Finance;89. Others - Finance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Jutaan / In Million;None;None;89086788.0;None;None;66140481.0;1334891.0;None;1647520.0;16715554.0;22946307.0;89086788.0;-637.0;1838457.0;2743483.0;2167736.0;1444020.0;394437.0
HERO;Hero Supermarket Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Joint Venture - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;2544725.0;4818419.0;7363144.0;2001461.0;162940.0;2164401.0;209182.0;None;2988060.0;5198743.0;5198743.0;7363144.0;3442447.0;-191406.0;-259040.0;-259040.0;-191406.0;None
AHAP;Asuransi Harta Aman Pratama Tbk;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;None;None;411825764814.0;None;None;219242989336.0;42000000000.0;50000000000.0;38590000000.0;192582775478.0;192582775478.0;None;None;-41136799239.0;-40959480731.0;-40959480731.0;-41136799239.0;None
BKSW;PT Bank QNB Indonesia Tbk;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;24635233.0;None;None;20644983.0;4248216.0;None;-27606.0;3990250.0;3990250.0;None;None;-789803.0;-789613.0;-789613.0;-789803.0;None
MIDI;Midi Utama Indonesia Tbk;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;1970840.0;2907275.0;4878115.0;2732215.0;1223030.0;3955245.0;288235.0;None;73881.0;922870.0;922870.0;4878115.0;2421301.0;102812.0;86853.0;86853.0;102812.0;00.00
DNET;PT Indoritel Makmur Internasional Tbk.;9. Trade, Services & Investment;97. Computer And Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;14481.0;Satuan Penuh / Full Amount;2099842486803.0;8800102396373.0;10899944883176.0;338416277625.0;2090694561922.0;2429110839547.0;3546000000000.0;None;3481850378386.0;8508639375811.0;8470834043629.0;10899944883176.0;56369329077.0;170793416762.0;224403065995.0;262295743915.0;208358514153.0;-37565097391.0
ADMF;Adira Dinamika Multi Finance Tbk;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;29492933.0;None;None;23747518.0;100000.0;None;6750.00.00;5745415.0;5745415.0;29492933.0;None;1409150.0;1266466.0;1266466.0;1409150.0;None
MCOR;PT Bank China Construction Bank Indonesia Tbk;8. Finance;81. Bank;Foreign Corporation;Foreign Company;31/12/18;Rupiah / IDR;None;Jutaan / In Million;None;None;15788738.0;None;None;13344943.0;1663146.0;None;238348.0;2443795.0;2443795.0;None;None;49899.0;47611.0;47611.0;49899.0;None
PRAS;Prima Alloy Steel Universal Tbk;4. Miscellaneous Industry;42. Automotive And Components;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;622230971388.0;920012749914.0;1542243721302.0;650095154148.0;215743263746.0;865838417894.0;70104347800.0;None;66576893554.0;676405303408.0;676405303408.0;1542243721302.0;75074813864.0;-3226268273.0;-3226268273.0;-3226268273.0;-3226268273.0;None
PICO;Pelangi Indah Canindo Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/18;Rupiah / IDR;None;Satuan Penuh / Full Amount;487491234444.0;235571588885.0;723062823329.0;323802228719.0;116211708562.0;440013937281.0;130726250000.0;None;5888000000.0;283048886048.0;283048886048.0;723062823329.0;94785810889.0;20189516036.0;20047896798.0;20047896798.0;20189516036.0;None
HEXA;Hexindo Adiperkasa Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Foreign Corporation;Local Company - Indonesia Jurisdiction;31/03/19;Dollar Amerika / USD;None;Satuan Penuh / Full Amount;238267222.0;45083290.0;283350512.0;123157890.0;9889254.0;133047144.0;23232926.0;None;7998836.0;150303368.0;150303368.0;283350512.0;70508816.0;22549481.0;22452527.0;22452527.0;22549481.0;None
