kode_entitas;nama_entitas;sektor;subsektor;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal
AGRO;PT Bank Rakyat Indonesia Agroniaga Tbk;8. Finance;81. Bank;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14050.0;Ribuan / In Thousand;0;0;28015492262.0;0;0;23727802051.0;2134329023.0;0;1827438716.0;4287690211.0;4287690211.0;0;0;31260682.0;117206028.0;117206028.0;31260682.0;0
AGRS;PT Bank IBK Indonesia Tbk.;8. Finance;81. Bank;Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;14050.0;Jutaan / In Million;0;0;9854035.0;0;0;7954197.0;1122601.0;0;360965.0;1901631.0;1899838.0;0;0;-176863.0;-147673.0;-147673.0;-176863.0;0
AHAP;Asuransi Harta Aman Pratama Tbk;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14.105;Satuan Penuh / Full Amount;0;0;612347067388.0;0;0;472175668361.0;147000000000.0;0;79565500000.0;140171399027.0;140171399027.0;0;0;-14493410968.0;-12519890485.0;-12519890485.0;-14493410968.0;0
AIMS;Akbar Indomakmur Stimec Tbk;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;3302694476.0;17479500000.0;20782194476.0;3804112122.0;4202504467.0;8006616589.0;11000000000.0;0;4265565685.0;12775577887.0;12775577887.0;20782194476.0;231398860.0;-863063516.0;-863063516.0;-863063516.0;-863063516.0;0
AISA;PT FKS Food Sejahtera Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;695360.0;1316197.0;2011557.0;855449.0;327851.0;1183300.0;1902860.0;0;1515597.0;829508.0;828257.0;2011557.0;318159.0;1204972.0;1206930.0;1207165.0;1205212.0;-240.0
AKKU;PT Anugerah Kagum Karya Utama Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;39214293176.0;687336843340.0;726551136516.0;123163589971.0;11733263561.0;134896853532.0;644946363600.0;0;29264760871.0;591652635031.0;591654282984.0;726551136516.0;53816301346.0;-8727919405.0;-8559821918.0;-8559802006.0;-8727899493.0;-19912.0
AKPI;Argha Karya Prima Ind. Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;910024936.0;1734242780.0;2644267716.0;879913552.0;450467405.0;1330380957.0;306124000.0;0;258138280.0;1313973151.0;1313886759.0;2644267716.0;241988546.0;66005547.0;68930968.0;68942373.0;66015377.0;-9830.0
AKRA;PT AKR Corporindo Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;8042418506.0;10641154309.0;18683572815.0;5102110055.0;3025106488.0;8127216543.0;401469492.0;0;1287163057.0;8752377209.0;10556356272.0;18683572815.0;2047920046.0;961997313.0;971870141.0;929215576.0;924918465.0;37078848.0
AKSI;PT Maming Enam Sembilan Mineral Tbk.;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;165109516135.0;133151728155.0;298261244290.0;114959432645.0;76810698000.0;191770130645.0;72000000000.0;0;14829959956.0;106191134025.0;106491113645.0;298261244290.0;56938428486.0;3036178470.0;2914964513.0;2896737189.0;3017800150.0;18378320.0
ALDO;Alkindo Naratama Tbk;3. Basic Industry And Chemicals;38. Pulp & Paper;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;13901.0;Satuan Penuh / Full Amount;536525873066.0;417026094146.0;953551967212.0;303886581958.0;59541737434.0;363428319392.0;110000000000.0;0;144983332989.0;459150822144.0;590123647820.0;953551967212.0;234929464043.0;65331041553.0;61641893670.0;48010020807.0;50564693566.0;14766347987.0
ALKA;Alakasa Industrindo Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;407951601.0;10679301.0;418630902.0;313064439.0;362757.0;313427196.0;73503957.0;0;200000.0;101304351.0;105203706.0;418630902.0;46935390.0;6684414.0;1088653.0;1635529.0;7230730.0;-546316.0
ALMI;Alumindo Light Metal Industry Tbk;3. Basic Industry And Chemicals;33. Metal And Allied Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;65009326.0;36139795.0;101149121.0;99946499.0;20285489.0;120231988.0;72888664.0;0;28067077.0;-19082867.0;-19082867.0;101149121.0;-8827077.0;-18916626.0;-18917908.0;-18917908.0;-18916626.0;0
ALTO;Tri Banyan Tirta Tbk;5. Consumer Goods Industry;51. Food And Beverages;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;192738872245.0;913135543011.0;1105874415256.0;232807819931.0;500183514985.0;732991334916.0;219187055800.0;0;306963031468.0;371232850376.0;372883080340.0;1105874415256.0;37381483163.0;-10506939189.0;-7847443274.0;-7827103872.0;-10480232395.0;-26706794.0
AMAG;Asuransi Multi Artha Guna Tbk;8. Finance;84. Insurance;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;0;0;4737130041.0;0;0;2730755387.0;500155252.0;0;263076098.0;2006374654.0;2006374654.0;0;0;107253266.0;205326615.0;205326615.0;107253266.0;0
AMAN;PT Makmur Berkah Amanda Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Ribuan / In Thousand;364679878.0;434717632.0;799397510.0;120247002.0;88098612.0;208345614.0;387350000.0;0;73893603.0;584694558.0;591051896.0;799397510.0;52558782.0;16231256.0;16430628.0;20013465.0;19814093.0;-3582837.0
AMAR;PT Bank Amar Indonesia Tbk.;8. Finance;81. Bank;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;0;0;4057988611.0;0;0;2990957836.0;803510000.0;0;225757500.0;1067030775.0;1067030775.0;0;0;8586126.0;14645382.0;14645382.0;8586126.0;0
AMFG;Asahimas Flat Glass Tbk;3. Basic Industry And Chemicals;32. Ceramics, Glass, Porcelain;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;1932986.0;6028671.0;7961657.0;2404568.0;2627252.0;5031820.0;217000.0;0;165083.0;2929837.0;2929837.0;7961657.0;302983.0;-430987.0;-480094.0;-480094.0;-430987.0;0
AMIN;PT Ateliers Mecaniques D Indonesie Tbk.;4. Miscellaneous Industry;41. Machinery And Heavy Equipment;Individual Foreign, Non-Residential;Local Company - Indonesia Jurisdiction;31/01/21;Rupiah / IDR;0;Satuan Penuh / Full Amount;240379288600.0;109996193719.0;350375482319.0;182669165262.0;26390443837.0;209059609099.0;108000000000.0;0;7166500000.0;141315873220.0;141315873220.0;350375482319.0;-22628723270.0;-57108102152.0;-59163294277.0;-59163294277.0;-57108102152.0;0
AMOR;PT Ashmore Asset Management Indonesia Tbk.;8. Finance;83. Securities Company;Foreign Corporation;Local Company - Indonesia Jurisdiction;30/06/21;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;393127594206.0;0;0;80948190256.0;27777780000.0;0;200967387998.0;312179403950.0;312179403950.0;393127594206.0;0;99619293580.0;100195179280.0;100195179280.0;99619293580.0;0
AMRT;PT Sumber Alfaria Trijaya Tbk.;9. Trade, Services & Investment;93. Retail Trade;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;13558536.0;12412207.0;25970743.0;15326139.0;3008276.0;18334415.0;415245.0;0;2479828.0;7422104.0;7636328.0;25970743.0;15412434.0;1088477.0;1566127.0;1533565.0;1061476.0;27001.0
ANDI;PT Andira Agro Tbk;1. Agriculture;12. Plantation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;64835474263.0;414388810026.0;479224284289.0;72557498302.0;155983496771.0;228540995073.0;187000000000.0;0;48929000000.0;250683289216.0;250683289216.0;479224284289.0;42343009729.0;-10170233789.0;-8489221191.0;-8489221191.0;-10170233789.0;0
ANJT;PT Austindo Nusantara Jaya Tbk.;1. Agriculture;12. Plantation;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Satuan Penuh / Full Amount;66508580.0;569635232.0;636143812.0;28406129.0;211980328.0;240386457.0;46735308.0;0;50307877.0;393764231.0;395757355.0;636143812.0;40089127.0;2210825.0;5840294.0;5844969.0;2347918.0;-137093.0
ANTM;Aneka Tambang Tbk.;2. Mining;23. Metal And Mineral Mining;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;9150514439.0;22578998556.0;31729512995.0;7553261301.0;5136802669.0;12690063970.0;2403076473.0;0;3934833124.0;19039428281.0;19039449025.0;31729512995.0;4475776656.0;1149353693.0;973877751.0;973876861.0;1149352803.0;890.00.00
APAI;PT ANGKASA PURA I (PERSERO);7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;3883056931.0;38693787920.0;42576844851.0;4766653018.0;24454157582.0;29220810600.0;6414412000.0;0;39387869.0;13351492217.0;13356034251.0;42576844851.0;301127412.0;-2328423144.0;-2601618521.0;-2600701726.0;-2327509230.0;-913914.0
APEX;Apexindo Pratama Duta Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;0;Satuan Penuh / Full Amount;52420629.0;283840884.0;336261513.0;6329060.0;203226105.0;209555165.0;122030559.0;0;69879393.0;126706348.0;126706348.0;336261513.0;5305965.0;44509502.0;44403733.0;44403733.0;44509502.0;0
APIA;PT Angkasa Pura II (Persero);7. Infrastructure, Utilities And Transportation;72. Toll Road, Airport, Harbor And Allied Products;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;5357891138727.0;39078082000454.0;44435973139181.0;6788885239792.0;16329473074339.0;23118358314131.0;15971652000000.0;0;-59048538134.0;21040654507583.0;21317614825050.0;44435973139181.0;5843725717259.0;-2496467177033.0;-3010885951762.0;-2938536818560.0;-2433507256198.0;-62959920835.0
APIC;PACIFIC STRATEGIC FINANCIAL Tbk;8. Finance;89. Others - Finance;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;4201191401871.0;680720472337.0;4881911874208.0;1895844412840.0;1025141677095.0;2920986089935.0;1218638473800.0;0;43471495814.0;1889042669038.0;1960925784273.0;4881911874208.0;0;124726300324.0;126093747899.0;122403937862.0;121084329737.0;3641970587.0
APII;PT Arita Prima Indonesia Tbk.;9. Trade, Services & Investment;91. Wholesale (Durable & Non-Durable Goods);Foreign Corporation;Foreign Company;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;290537022291.0;221683616838.0;512220639129.0;162664484708.0;16335119306.0;178999604014.0;107576000000.0;0;33937353656.0;331189623054.0;333221035115.0;512220639129.0;143893531346.0;30152459780.0;29894287930.0;29797397413.0;30051939238.0;100520542.0
APLI;Asiaplast Industries Tbk;3. Basic Industry And Chemicals;35. Plastics & Packaging;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;136743918865.0;269696976845.0;406440895710.0;86215048917.0;114235031127.0;200450080044.0;136267140000.0;0;-8407840449.0;206070392128.0;205990815666.0;406440895710.0;47301931373.0;-6424025663.0;-7013808659.0;-6998200859.0;-6408219501.0;-15806162.0
APLN;PT Agung Podomoro Land Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;11676576495.0;18714783461.0;30391359956.0;6158911981.0;12877222941.0;19036134922.0;2269932678.0;0;1497343699.0;8544600118.0;11355225034.0;30391359956.0;2201266788.0;180144688.0;99322007.0;-225259315.0;-136786109.0;316930797.0
ARGO;Argo Pantes Tbk;4. Miscellaneous Industry;43. Textile, Garment;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14.105;Satuan Penuh / Full Amount;8012500.0;72172706.0;80185206.0;139375182.0;32805827.0;172181009.0;72473905.0;0;108224921.0;-91995803.0;-91995803.0;80185206.0;-633719.0;-5110016.0;-5362674.0;-5362674.0;-5110016.0;0
ARII;Atlas Resources Tbk;2. Mining;21. Coal Mining;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Dollar Amerika / USD;14105.0;Ribuan / In Thousand;59545.0;301257.0;360802.0;286093.0;46495.0;332588.0;67498.0;0;81988.0;30108.0;28214.0;360802.0;-5313.0;-16405.0;-16292.0;-13885.0;-13945.0;-2460.0
ARKA;PT Arkha Jayanti Persada Tbk.;4. Miscellaneous Industry;41. Machinery And Heavy Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;193136033521.0;258464049559.0;451600083080.0;149778045989.0;210265836095.0;360043882084.0;200000000000.0;0;63558268075.0;91556200996.0;91556200996.0;451600083080.0;3156430987.0;-30599621894.0;-30619684771.0;-30619684771.0;-30599621894.0;0
ARMY;PT Armidian Karyatama Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;353422020851.0;1.390.053.507.308.000;1743475528159.0;105943173892.0;164676750073.0;270619923965.0;900625000000.0;0;477409899619.0;1472855604194.0;1472855604194.0;1743475528159.0;31665717044.0;21619390622.0;21626785620.0;21626785620.0;21619390622.0;0
ARNA;Arwana Citramulia Tbk;3. Basic Industry And Chemicals;32. Ceramics, Glass, Porcelain;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;1183164904839.0;787175384681.0;1970340289520.0;602572382597.0;62829255200.0;665401637797.0;91767887200.0;0;661790808.0;1284037470567.0;1304938651723.0;1970340289520.0;703007168785.0;326241511507.0;316587774083.0;313571786926.0;323013050227.0;3228461280.0
ARTA;Arthavest Tbk;9. Trade, Services & Investment;94. Tourism, Restaurant And  Hotel;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;14105.0;Satuan Penuh / Full Amount;93732057163.0;300548283034.0;394280340197.0;10304581162.0;41284563811.0;51589144973.0;89334835000.0;0;1116892763.0;186164710902.0;342691195224.0;394280340197.0;20463007214.0;-11209268817.0;-18671399207.0;-9865168084.0;-4955977085.0;-6253291732.0
ARTI;Ratu Prabu Energi Tbk;2. Mining;22. Crude Petroleum & Natural Gas Production;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;18474673312.0;834489907248.0;852964580560.0;918778304442.0;89967798888.0;1008746103330.0;1411200000000.0;0;351017647686.0;-160738633453.0;-155781522770.0;852964580560.0;-21025595132.0;-956820336547.0;-956820336547.0;-950641963956.0;-950641963956.0;-6178372591.0
ARTO;PT Bank Jago Tbk.;8. Finance;81. Bank;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;0;0;2179873.0;0;0;947540.0;1085625.0;0;366407.0;1232333.0;1232333.0;0;0;-189567.0;-189671.0;-189671.0;-189567.0;0
ASBI;Asuransi Bintang Tbk;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;0;0;871769183.0;0;0;557997452.0;87096618.0;0;50000.0;313627491.0;313771731.0;0;0;23668304.0;24378035.0;24367799.0;23658068.0;10236.0
ASDF;PT Astra Sedaya Finance;8. Finance;82. Financial Institution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Miliaran / In Billion;0;0;31436.0;0;0;24535.0;950.00.00;00.00;1987.00.00;6901.00.00;6901.00.00;31436.0;0;718.00.00;654.00.00;654.00.00;718.00.00;0
ASDM;Asuransi Dayin Mitra Tbk;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;0;0;859876511.0;0;0;508174714.0;48000000.0;0;1067308.0;351701797.0;351701797.0;0;0;26804614.0;32575206.0;32575206.0;26804614.0;0
ASGR;Astra Graphia Tbk;9. Trade, Services & Investment;97. Computer And Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Jutaan / In Million;1742927.0;545904.0;2288831.0;614162.0;111891.0;726053.0;134878.0;0;57313.0;1562774.0;1562778.0;2288831.0;539241.0;47783.0;42298.0;42298.0;47783.0;0
ASII;Astra International Tbk;4. Miscellaneous Industry;42. Automotive And Components;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Miliaran / In Billion;132308.0;205895.0;338203.0;85736.0;57013.0;142749.0;2024.00.00;0;1139.00.00;155662.0;195454.0;338203.0;38558.0;18571.0;17491.0;15222.0;16164.0;2407.00.00
ASJT;Asuransi Jasa Tania Tbk;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;365763908254.0;0;0;156229284958.0;60000000000.0;0;2770781054.0;209534623296.0;209534623296.0;0;0;-7767259458.0;171517965.0;171517965.0;-7767259458.0;0
ASMI;PT Asuransi Maximus Graha Persada Tbk.;8. Finance;84. Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;990991744064.0;0;0;546247632809.0;179167609200.0;0;126625766848.0;443450319375.0;443450319375.0;0;0;-88526593736.0;-86844513059.0;-86844513059.0;-88526593736.0;0
ASPI;PT Andalan Sakti Primaindo Tbk.;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;98307449177.0;1596254211.0;99903703388.0;5443220091.0;23896549296.0;29339769387.0;68179280500.0;0;1974228574.0;66075015227.0;70563934001.0;99903703388.0;524546170.0;-2410115364.0;-2288552303.0;-2286495045.0;-2408554282.0;-1561082.0
ASRI;ALAM SUTERA REALTY Tbk;6. Property, Real Estate And Building Construction;61. Property And Real Estate;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Ribuan / In Thousand;2156001152.0;19070813719.0;21226814871.0;3198161431.0;8642505530.0;11840666961.0;1964941189.0;0;676623405.0;9286658718.0;9386147910.0;21226814871.0;596557161.0;-1036617865.0;-1038777043.0;-1029797847.0;-1027706333.0;-8911532.0
ASRM;Asuransi Ramayana Tbk;8. Finance;84. Insurance;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;1516562973028.0;0;0;1013381758085.0;152141920000.0;0;1710209470.0;503158988230.0;503181214943.0;0;0;65549370649.0;76278294005.0;76274291318.0;65545412374.0;3958275.0
ASSA;Adi Sarana Armada Tbk;7. Infrastructure, Utilities And Transportation;74. Transportation;National Corporation;Local Company - Indonesia Jurisdiction;31/12/20;Rupiah / IDR;0;Satuan Penuh / Full Amount;627688164688.0;4543206933579.0;5170895098267.0;1436932364028.0;2294642818540.0;3731575182568.0;339750000000.0;0;374948865468.0;1283566502395.0;1439319915699.0;5170895098267.0;790110461593.0;63896421980.0;70300254724.0;93703216249.0;87147720192.0;-23251298212.0
